abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,Total_Attack,Total_Defense
"['Mold Breaker', 'Sheer Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,165,7680,70,495,45.0,Head Butt Pokémon,60,600000,1.6,97,Rampaldラムパルド,Rampardos,88.1,409,65,50,58,rock,None,102.5,4,0,230,110
"['Sturdy', 'Soundproof']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,42,7680,70,350,45.0,Shield Pokémon,118,600000,0.5,30,Tatetopsタテトプス,Shieldon,88.1,410,42,88,30,rock,steel,57.0,4,0,84,206
"['Sturdy', 'Soundproof']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,52,7680,70,495,45.0,Shield Pokémon,168,600000,1.3,60,Toridepsトリデプス,Bastiodon,88.1,411,47,138,30,rock,steel,149.5,4,0,99,306
"['Shed Skin', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,29,3840,70,224,120.0,Bagworm Pokémon,45,1000000,0.2,40,Minomucchiミノムッチ,Burmy,50.0,412,29,45,36,bug,None,3.4,4,0,58,90
"['Anticipation', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,69,3840,70,424,45.0,Bagworm Pokémon,95,1000000,0.5,60,Minomadam (kusaki No Mino)ミノマダム,Wormadam,0.0,413,69,95,36,bug,grass,6.5,4,0,138,190
"['Swarm', 'Tinted Lens']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,94,3840,70,424,45.0,Moth Pokémon,50,1000000,0.9,70,Gamaleガーメイル,Mothim,100.0,414,94,50,66,bug,flying,23.3,4,0,188,100
"['Honey Gather', 'Hustle']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,30,3840,70,244,120.0,Tiny Bee Pokémon,42,1059860,0.3,30,Mitsuhoneyミツハニー,Combee,88.1,415,30,42,70,bug,flying,5.5,4,0,60,84
"['Pressure', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,80,3840,70,474,45.0,Beehive Pokémon,102,1059860,1.2,70,Beequenビークイン,Vespiquen,0.0,416,80,102,40,bug,flying,38.5,4,0,160,204
"['Run Away', 'Pickup', 'Volt Absorb']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,2560,100,405,200.0,EleSquirrel Pokémon,70,1000000,0.4,60,Pachirisuパチリス,Pachirisu,50.0,417,45,90,95,electric,None,3.9,4,0,90,160
"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,330,190.0,Sea Weasel Pokémon,35,1000000,0.7,55,Buoyselブイゼル,Buizel,50.0,418,60,30,85,water,None,29.5,4,0,125,65
"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,70,495,75.0,Sea Weasel Pokémon,55,1000000,1.1,85,Floazelフローゼル,Floatzel,50.0,419,85,50,115,water,None,33.5,4,0,190,105
['Chlorophyll'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,35,5120,70,275,190.0,Cherry Pokémon,45,1000000,0.4,45,Cherinboチェリンボ,Cherubi,50.0,420,62,53,35,grass,None,3.3,4,0,97,98
['Flower Gift'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,5120,70,450,75.0,Blossom Pokémon,70,1000000,0.5,70,Cherrimチェリム,Cherrim,50.0,421,87,78,85,grass,None,9.3,4,0,147,148
"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,48,5120,70,325,190.0,Sea Slug Pokémon,48,1000000,0.3,76,Karanakushiカラナクシ,Shellos,50.0,422,57,62,34,water,None,6.3,4,0,105,110
"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,83,5120,70,475,75.0,Sea Slug Pokémon,68,1000000,0.9,111,Tritodonトリトドン,Gastrodon,50.0,423,92,82,39,water,ground,29.9,4,0,175,150
"['Technician', 'Pickup', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100,5120,100,482,45.0,Long Tail Pokémon,66,800000,1.2,75,Etebothエテボース,Ambipom,50.0,424,60,66,115,normal,None,20.3,4,0,160,132
"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,50,7680,70,348,125.0,Balloon Pokémon,34,1640000,0.4,90,Fuwanteフワンテ,Drifloon,50.0,425,60,44,70,ghost,flying,1.2,4,0,110,78
"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,80,7680,70,498,60.0,Blimp Pokémon,44,1640000,1.2,150,Fuwarideフワライド,Drifblim,50.0,426,90,54,80,ghost,flying,15.0,4,0,170,98
"['Run Away', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66,5120,0,350,190.0,Rabbit Pokémon,44,1000000,0.4,55,Mimirolミミロル,Buneary,50.0,427,44,56,85,normal,None,5.5,4,0,110,100
"['Cute Charm', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,136,5120,140,580,60.0,Rabbit Pokémon,94,1000000,1.2,65,Mimilopミミロップ,Lopunny,50.0,428,54,96,135,normal,None,33.3,4,0,190,190
['Levitate'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60,6400,35,495,45.0,Magical Pokémon,60,800000,0.9,60,Mumargiムウマージ,Mismagius,50.0,429,105,105,105,ghost,None,4.4,4,0,165,165
"['Insomnia', 'Super Luck', 'Moxie']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,125,5120,35,505,30.0,Big Boss Pokémon,52,1059860,0.9,100,Dongkarasuドンカラス,Honchkrow,50.0,430,105,52,71,dark,flying,27.3,4,0,230,104
"['Limber', 'Own Tempo', 'Keen Eye']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,5120,70,310,190.0,Catty Pokémon,42,800000,0.5,49,Nyarmarニャルマー,Glameow,24.6,431,42,37,85,normal,None,3.9,4,0,97,79
"['Thick Fat', 'Own Tempo', 'Defiant']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82,5120,70,452,75.0,Tiger Cat Pokémon,64,800000,1.0,71,Bunyattoブニャット,Purugly,24.6,432,64,59,112,normal,None,43.8,4,0,146,123
['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30,6400,70,285,120.0,Bell Pokémon,50,800000,0.2,45,Lisyanリーシャン,Chingling,50.0,433,65,50,45,psychic,None,0.6,4,0,95,100
"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,63,5120,70,329,225.0,Skunk Pokémon,47,1000000,0.4,63,Skunpuuスカンプー,Stunky,50.0,434,41,41,74,poison,dark,19.2,4,0,104,88
"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,93,5120,70,479,60.0,Skunk Pokémon,67,1000000,1.0,103,Skutankスカタンク,Skuntank,50.0,435,71,61,84,poison,dark,38.0,4,0,164,128
"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,24,5120,70,300,255.0,Bronze Pokémon,86,1000000,0.5,57,Dohmirrorドーミラー,Bronzor,0.0,436,24,86,23,steel,psychic,60.5,4,0,48,172
"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,89,5120,70,500,90.0,Bronze Bell Pokémon,116,1000000,1.3,67,Dohtakunドータクン,Bronzong,0.0,437,79,116,33,steel,psychic,187.0,4,0,168,232
"['Sturdy', 'Rock Head', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,80,5120,70,290,255.0,Bonsai Pokémon,95,1000000,0.5,50,Usohachiウソハチ,Bonsly,50.0,438,10,45,10,rock,None,15.0,4,0,90,140
"['Soundproof', 'Filter', 'Technician']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,6400,70,310,145.0,Mime Pokémon,45,1000000,0.6,20,Maneneマネネ,Mime Jr.,50.0,439,70,90,60,psychic,fairy,13.0,4,0,95,135
"['Natural Cure', 'Serene Grace', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,10240,140,220,130.0,Playhouse Pokémon,5,800000,0.6,100,Pinpukuピンプク,Happiny,0.0,440,15,65,30,normal,None,24.4,4,0,20,70
"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,65,5120,35,411,30.0,Music Note Pokémon,45,1059860,0.5,76,Perapペラップ,Chatot,50.0,441,92,42,91,normal,flying,1.9,4,0,157,87
"['Pressure', 'Infiltrator']",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,92,7680,70,485,100.0,Forbidden Pokémon,108,1000000,1.0,50,Mikarugeミカルゲ,Spiritomb,50.0,442,92,108,35,ghost,dark,108.0,4,0,184,216
"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70,10240,70,300,45.0,Land Shark Pokémon,45,1250000,0.7,58,Fukamaruフカマル,Gible,50.0,443,40,45,42,dragon,ground,20.5,4,0,110,90
"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,90,10240,70,410,45.0,Cave Pokémon,65,1250000,1.4,68,Gabiteガバイト,Gabite,50.0,444,50,55,82,dragon,ground,56.0,4,0,140,120
"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,170,10240,70,700,45.0,Mach Pokémon,115,1250000,1.9,108,Gaburiasガブリアス,Garchomp,50.0,445,120,95,92,dragon,ground,95.0,4,0,290,210
"['Pickup', 'Thick Fat', 'Gluttony']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,10240,70,390,50.0,Big Eater Pokémon,40,1250000,0.6,135,Gonbeゴンベ,Munchlax,88.1,446,40,85,5,normal,None,105.0,4,0,125,125
"['Steadfast', 'Inner Focus', 'Prankster']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,70,6400,70,285,75.0,Emanation Pokémon,40,1059860,0.7,40,Rioluリオル,Riolu,88.1,447,35,40,60,fighting,None,20.2,4,0,105,80
"['Steadfast', 'Inner Focus', 'Justified']",0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,145,6400,70,625,45.0,Aura Pokémon,88,1059860,1.2,70,Lucarioルカリオ,Lucario,88.1,448,140,70,112,fighting,steel,54.0,4,0,285,158
"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,72,7680,70,330,140.0,Hippo Pokémon,78,1250000,0.8,68,Hippopotasヒポポタス,Hippopotas,50.0,449,38,42,32,ground,None,49.5,4,0,110,120
"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,112,7680,70,525,60.0,Heavyweight Pokémon,118,1250000,2.0,108,Kabaldonカバルドン,Hippowdon,50.0,450,68,72,47,ground,None,300.0,4,0,180,190
"['Battle Armor', 'Sniper', 'Keen Eye']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50,5120,70,330,120.0,Scorpion Pokémon,90,1250000,0.8,40,Scorupiスコルピ,Skorupi,50.0,451,30,55,65,poison,bug,12.0,4,0,80,145
"['Battle Armor', 'Sniper', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,90,5120,70,500,45.0,Ogre Scorp Pokémon,110,1250000,1.3,70,Dorapionドラピオン,Drapion,50.0,452,60,75,95,poison,dark,61.5,4,0,150,185
"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,61,2560,100,300,140.0,Toxic Mouth Pokémon,40,1000000,0.7,48,Gureggruグレッグル,Croagunk,50.0,453,61,40,50,poison,fighting,23.0,4,0,122,80
"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,106,5120,70,490,75.0,Toxic Mouth Pokémon,65,1000000,1.3,83,Dokurogドクロッグ,Toxicroak,50.0,454,86,65,85,poison,fighting,44.4,4,0,192,130
['Levitate'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,6400,70,454,200.0,Bug Catcher Pokémon,72,1250000,1.4,74,Muskippaマスキッパ,Carnivine,50.0,455,90,72,46,grass,None,27.0,4,0,190,144
"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,49,5120,70,330,190.0,Wing Fish Pokémon,56,600000,0.4,49,Keikouoケイコウオ,Finneon,50.0,456,49,61,66,water,None,7.0,4,0,98,117
"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,69,5120,70,460,75.0,Neon Pokémon,76,600000,1.2,69,Neolantネオラント,Lumineon,50.0,457,69,86,91,water,None,24.0,4,0,138,162
"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,20,6400,70,345,25.0,Kite Pokémon,50,1250000,1.0,45,Tamantaタマンタ,Mantyke,50.0,458,60,120,50,water,flying,65.0,4,0,80,170
"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,62,5120,70,334,120.0,Frosted Tree Pokémon,50,1250000,1.0,60,Yukikaburiユキカブリ,Snover,50.0,459,62,60,40,grass,ice,50.5,4,0,124,110
"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,132,5120,70,594,60.0,Frosted Tree Pokémon,105,1250000,2.2,90,Yukinoohユキノオー,Abomasnow,50.0,460,132,105,30,grass,ice,135.5,4,0,264,210
"['Pressure', 'Pickpocket']",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,120,5120,35,510,45.0,Sharp Claw Pokémon,65,1059860,1.1,70,Manyulaマニューラ,Weavile,50.0,461,45,85,125,dark,ice,34.0,4,0,165,150
"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,70,5120,70,535,30.0,Magnet Area Pokémon,115,1000000,1.2,70,Jibacoilジバコイル,Magnezone,0.0,462,130,90,60,electric,steel,180.0,4,0,200,205
"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,5120,70,515,30.0,Licking Pokémon,95,1000000,1.7,110,Berobeltベロベルト,Lickilicky,50.0,463,80,95,50,normal,None,140.0,4,0,165,190
"['Lightningrod', 'Solid Rock', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,140,5120,70,535,30.0,Drill Pokémon,130,1250000,2.4,115,Dosidonドサイドン,Rhyperior,50.0,464,55,55,40,ground,rock,282.8,4,0,195,185
"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,5120,70,535,30.0,Vine Pokémon,125,1000000,2.0,100,Mojumboモジャンボ,Tangrowth,50.0,465,110,50,50,grass,None,128.6,4,0,210,175
"['Motor Drive', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,123,6400,70,540,30.0,Thunderbolt Pokémon,67,1000000,1.8,75,Elekibleエレキブル,Electivire,75.4,466,95,85,95,electric,None,138.6,4,0,218,152
"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,95,6400,70,540,30.0,Blast Pokémon,67,1000000,1.6,75,Booburnブーバーン,Magmortar,75.4,467,125,95,83,fire,None,68.0,4,0,220,162
"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,50,2560,70,545,30.0,Jubilee Pokémon,95,800000,1.5,85,Togekissトゲキッス,Togekiss,88.1,468,120,115,80,fairy,flying,38.0,4,0,170,210
"['Speed Boost', 'Tinted Lens', 'Frisk']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,76,5120,70,515,30.0,Ogre Darner Pokémon,86,1000000,1.9,86,Megayanmaメガヤンマ,Yanmega,50.0,469,116,56,95,bug,flying,51.5,4,0,192,142
"['Leaf Guard', 'Chlorophyll']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110,8960,35,525,45.0,Verdant Pokémon,130,1000000,1.0,65,Leafiaリーフィア,Leafeon,88.1,470,60,65,95,grass,None,25.5,4,0,170,195
"['Snow Cloak', 'Ice Body']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,60,8960,35,525,45.0,Fresh Snow Pokémon,110,1000000,0.8,65,Glaciaグレイシア,Glaceon,88.1,471,130,95,65,ice,None,25.9,4,0,190,205
"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,95,5120,70,510,30.0,Fang Scorp Pokémon,125,1059860,2.0,75,Glionグライオン,Gliscor,50.0,472,45,75,95,ground,flying,42.5,4,0,140,200
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,130,5120,70,530,50.0,Twin Tusk Pokémon,80,1250000,2.5,110,Mammooマンムー,Mamoswine,50.0,473,70,60,80,ice,ground,291.0,4,0,200,140
"['Adaptability', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,535,30.0,Virtual Pokémon,70,1000000,0.9,85,Porygon-zポリゴンＺ,Porygon-Z,0.0,474,135,75,90,normal,None,34.0,4,0,215,145
"['Steadfast', 'Justified']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,165,5120,35,618,45.0,Blade Pokémon,95,1250000,1.6,68,Erureidoエルレイド,Gallade,100.0,475,65,115,110,psychic,fighting,52.0,4,0,230,210
"['Sturdy', 'Magnet Pull', 'Sand Force']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,55,5120,70,525,60.0,Compass Pokémon,145,1000000,1.4,60,Dainoseダイノーズ,Probopass,50.0,476,75,150,40,rock,steel,340.0,4,0,130,295
"['Pressure', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,100,6400,35,525,45.0,Gripper Pokémon,135,800000,2.2,45,Yonoirヨノワール,Dusknoir,50.0,477,65,135,45,ghost,None,106.6,4,0,165,270
"['Snow Cloak', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0,80,5120,70,480,75.0,Snow Land Pokémon,70,1000000,1.3,70,Yukimenokoユキメノコ,Froslass,0.0,478,80,70,110,ice,ghost,26.6,4,0,160,140
['Levitate'],0.5,2.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,65,5120,70,520,45.0,Plasma Pokémon,107,1000000,0.3,50,Rotomロトム,Rotom,0.0,479,105,107,86,electric,ghost,0.3,4,0,170,214
['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,75,20480,140,580,3.0,Knowledge Pokémon,130,1250000,0.3,75,Yuxieユクシー,Uxie,0.0,480,75,130,95,psychic,None,0.3,4,1,150,260
['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,105,20480,140,580,3.0,Emotion Pokémon,105,1250000,0.3,80,Emritエムリット,Mesprit,0.0,481,105,105,80,psychic,None,0.3,4,1,210,210
['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,125,20480,140,580,3.0,Willpower Pokémon,70,1250000,0.3,75,Agnomeアグノム,Azelf,0.0,482,125,70,115,psychic,None,0.3,4,1,250,140
"['Pressure', 'Telepathy']",0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,120,30720,0,680,3.0,Temporal Pokémon,120,1250000,5.4,100,Dialgaディアルガ,Dialga,0.0,483,150,100,90,steel,dragon,683.0,4,1,270,220
"['Pressure', 'Telepathy']",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,120,30720,0,680,3.0,Spatial Pokémon,100,1250000,4.2,90,Palkiaパルキア,Palkia,0.0,484,150,120,100,water,dragon,336.0,4,1,270,220
"['Flash Fire', 'Flame Body']",0.25,1.0,0.5,1.0,0.25,2.0,1.0,0.5,1.0,0.25,4.0,0.25,0.5,0.0,0.5,1.0,0.25,2.0,90,2560,100,600,3.0,Lava Dome Pokémon,106,1250000,1.7,91,Heatranヒードラン,Heatran,50.0,485,130,106,77,fire,steel,430.0,4,1,220,212
['Slow Start'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160,30720,0,670,3.0,Colossal Pokémon,110,1250000,3.7,110,Regigigasレジギガス,Regigigas,0.0,486,80,110,100,normal,None,420.0,4,1,240,220
